ts_date,city_name,house_room,est_price,chg,acum12m
2023-04-01,bhe,city,31.6623783815382,0.020336540968215,0.241020978530314
2023-05-01,bhe,city,32.0387402057813,0.0118867199332862,0.235573579125614
2023-06-01,bhe,city,32.2746543925105,0.00736340396700785,0.225061741483142
2023-07-01,bhe,city,32.4799547569011,0.00636103990127412,0.218236464203173
2023-08-01,bhe,city,32.637043284932,0.0048364761960622,0.20810230737348
2023-09-01,bhe,city,32.6835620017859,0.00142533490082752,0.201804926768575
2023-10-01,bhe,city,32.9934925323623,0.00948276477819365,0.205045432726128
2023-11-01,bhe,city,33.3827058624879,0.0117966695930676,0.222154697708481
2023-12-01,bhe,city,33.7344889822154,0.0105378851305995,0.228810424505932
2024-01-01,bhe,city,34.0033922498638,0.00797116766138384,0.198214236993426
2024-02-01,bhe,city,34.4118010523389,0.0120108252574938,0.158928259718143
2024-03-01,bhe,city,34.9774432349732,0.0164374477747899,0.127166222708465
2024-04-01,bhe,city,35.4951865581828,0.0148022060884052,0.12105244054816
2024-05-01,bhe,city,35.9474506591018,0.0127415614558808,0.121999505230706
2024-06-01,bhe,city,36.4078028357888,0.0128062538023246,0.128061741359417
2024-07-01,bhe,city,36.8631104365076,0.0125057697871083,0.134949562350458
2024-08-01,bhe,city,37.15715419092,0.00797663981499563,0.138496335790162
2024-09-01,bhe,city,37.3075935240634,0.00404873129869809,0.141478811949102
2024-10-01,bhe,city,37.5996903865453,0.00782942116846885,0.139609283547805
2024-11-01,bhe,city,37.8758503056168,0.00734473917823442,0.134594974464842
2024-12-01,bhe,city,38.3601386041827,0.0127862026768546,0.137119303167919
2025-01-01,bhe,city,39.0960283442715,0.0191837091018383,0.149768471833222
2025-02-01,bhe,city,40.2161099133381,0.0286494975705305,0.168672045155994
2025-03-01,bhe,city,41.0784514527662,0.0214426890439288,0.174426935005152
2025-04-01,bhe,city,41.5165373902982,0.0106646166551754,0.169638517669022
2025-05-01,bhe,city,41.6694183638248,0.0036824114711056,0.159175897033307
2025-06-01,bhe,city,41.2884694919719,-0.00914216916892818,0.134055512171293
2025-07-01,bhe,city,41.4925382201796,0.00494251132867474,0.125584296302009
2019-03-01,poa,city,null,null,null
2019-04-01,poa,city,null,null,null
2019-05-01,poa,city,24.9978252703982,null,null
2019-06-01,poa,city,25.1138854984337,0.00464281299593772,null
2019-07-01,poa,city,25.1009790225765,-0.00051391792234079,null
2019-08-01,poa,city,25.1757401805154,0.00297841601603044,null
2019-09-01,poa,city,25.2219330407941,0.00183481637272753,null
2019-10-01,poa,city,25.196065833003,-0.00102558387373553,null
2019-11-01,poa,city,25.2095649313135,0.00053576214635731,null
2019-12-01,poa,city,25.1789988188259,-0.00121248076160319,null
2020-01-01,poa,city,25.3120250784331,0.00528322275895077,null
2020-02-01,poa,city,25.350367165883,0.0015147775545834,null
2020-03-01,poa,city,25.2533867096846,-0.00382560361211859,null
2020-04-01,poa,city,24.8986515932405,-0.0140470314149231,null
2020-05-01,poa,city,24.3775287904467,-0.0209297600250465,-0.024814017749215
2020-06-01,poa,city,24.1224830194509,-0.0104623308288643,-0.0394762681801933
2020-07-01,poa,city,23.8237491568233,-0.0123840428195837,-0.0508836673105211
2020-08-01,poa,city,24.1261071683302,0.0126914537890956,-0.0416922404131562
2020-09-01,poa,city,24.3335924261192,0.00860003051223179,-0.0352209568250823
2020-10-01,poa,city,24.6582652300741,0.0133425759036905,-0.0213446260417551
2020-11-01,poa,city,24.5344559792854,-0.00502100409876749,-0.0267798731896984
2020-12-01,poa,city,24.5532343313661,0.00076538693568228,-0.0248526358002743
2021-01-01,poa,city,24.900494436064,0.014143151163361,-0.0162583057299411
2021-02-01,poa,city,25.2893342050279,0.0156157448986527,-0.00240757699703886
2021-03-01,poa,city,25.4561838210757,0.00659762786537366,0.00803049166127634
2021-04-01,poa,city,25.4614175474126,0.00020559744436221,0.0226022663140864
2021-05-01,poa,city,25.3710694217419,-0.00354843266296601,0.0407564129996867
2021-06-01,poa,city,25.4687192119883,0.00384886378351346,0.0558083590089724
2021-07-01,poa,city,25.3414766087104,-0.00499603463443854,0.063706490607182
2021-08-01,poa,city,25.3356710097233,-0.0002290947396899,0.0501350604535544
2021-09-01,poa,city,25.379323328976,0.00172295887627616,0.0429747850027404
2021-10-01,poa,city,25.4699303223866,0.0035701106856223,0.0329165529180262
2021-11-01,poa,city,25.5644874823432,0.00371250171318582,0.0419830585983811
2021-12-01,poa,city,25.52837132257,-0.00141274726505347,0.0397152154393863
2022-01-01,poa,city,25.9445691888736,0.0163033458360728,0.0419298803680537
2022-02-01,poa,city,26.3046540737588,0.0138790080599878,0.0401481454790171
2022-03-01,poa,city,26.5622518948515,0.00979286100361931,0.0434498777016203
2022-04-01,poa,city,26.6034998325829,0.00155287804267368,0.0448554085036175
2022-05-01,poa,city,26.4490274609074,-0.00580646804546814,0.0424876863188803
2022-06-01,poa,city,26.5710348947409,0.00461292703536409,0.0432811588826896
2022-07-01,poa,city,26.770268003747,0.00749813132214561,0.0563815367627598
2022-08-01,poa,city,27.1868710392457,0.0155621540822963,0.0730669429995317
2022-09-01,poa,city,27.4535852173564,0.0098104036218678,0.0817303858535967
2022-10-01,poa,city,27.5830681205104,0.00471642964403052,0.0829659826853351
2022-11-01,poa,city,27.7673749817442,0.00668188398870573,0.0861698283966197
2022-12-01,poa,city,28.2192247632368,0.0162726862654332,0.105406389098069
2023-01-01,poa,city,28.8842343852349,0.0235658359709592,0.113305608389983
2023-02-01,poa,city,29.7989862108443,0.0316695887939835,0.132840832169367
2023-03-01,poa,city,30.246880588196,0.0150305239977848,0.138716728834982
2023-04-01,poa,city,30.3148295466337,0.00224647821911672,0.139505318375638
2023-05-01,poa,city,30.2716257218391,-0.00142517129209196,0.144526987488733
2023-06-01,poa,city,30.19830525062,-0.00242208568158442,0.136512197219573
2023-07-01,poa,city,30.5898927097117,0.0129671998425689,0.142681601298502
2023-08-01,poa,city,30.8505475723546,0.00852094726570152,0.134759036000141
2023-09-01,poa,city,31.3243951747504,0.0153594551696188,0.14099469802388
2023-10-01,poa,city,31.5232627029914,0.00634864702515658,0.142848306985512
2023-11-01,poa,city,31.8259891577223,0.00960327164047703,0.146164849167284
2023-12-01,poa,city,32.1211991177205,0.00927575129040736,0.138273619747596
2024-01-01,poa,city,32.7394027838947,0.0192459709834774,0.133469641162811
2024-02-01,poa,city,33.2115628144297,0.01442176675157,0.114519889349241
2024-03-01,poa,city,33.8863919527834,0.0203191021790912,0.120326833505195
2024-04-01,poa,city,34.0032415655251,0.00344827542880499,0.121670221276273
2024-05-01,poa,city,33.959481206447,-0.00128694668694163,0.121825484977087
2024-06-01,poa,city,34.5667203209555,0.0178812836043325,0.14465762346865
2024-07-01,poa,city,35.760372939739,0.0345318447252241,0.169025771979443
2024-08-01,poa,city,37.1386078579503,0.0385408429753731,0.203823295870134
2024-09-01,poa,city,37.269011384516,0.00351126587901618,0.18977592948251
2024-10-01,poa,city,36.8371468824798,-0.0115877638282533,0.168570246980943
2024-11-01,poa,city,36.5747177854582,-0.00712403427601915,0.149209144897346
2024-12-01,poa,city,36.8448045586874,0.00738452104575105,0.147055700618628
2025-01-01,poa,city,37.534252156377,0.0187122066719465,0.146455004207988
2025-02-01,poa,city,38.1768180342929,0.0171194533259607,0.149503811296285
2025-03-01,poa,city,38.3298833289132,0.0040093780074264,0.131129079257573
2025-04-01,poa,city,38.2523995584525,-0.00202149768617321,0.124963321062763
2025-05-01,poa,city,38.2512581692919,-0.0000298383676247127,0.126379344158829
2025-06-01,poa,city,38.615308205124,0.00951733493891638,0.117123864994334
2025-07-01,poa,city,39.191640673872,0.014924973942628,0.0959516764524575
2019-03-01,rio,city,null,null,null
2019-04-01,rio,city,null,null,null
2019-05-01,rio,city,29.5998006543937,null,null
2019-06-01,rio,city,29.5230229328949,-0.00259385941126,null
2019-07-01,rio,city,29.4043862162334,-0.00401844746492175,null
2019-08-01,rio,city,29.2688791463222,-0.0046083964791771,null
2019-09-01,rio,city,29.1571978733404,-0.00381570036978152,null
2019-10-01,rio,city,29.1149768398822,-0.00144804839071411,null
2019-11-01,rio,city,29.0277698087632,-0.00299526362664238,null
2019-12-01,rio,city,28.9338392488476,-0.00323588620601445,null
2020-01-01,rio,city,28.9054945668461,-0.0009796377783724,null
2020-02-01,rio,city,29.0274849477981,0.00422031806685941,null
2020-03-01,rio,city,29.3635802301462,0.0115785188745277,null
2020-04-01,rio,city,29.2850216553688,-0.00267537453408961,null
2020-05-01,rio,city,28.9468947771482,-0.0115460689153569,-0.022057779539425
2020-06-01,rio,city,28.4130573291779,-0.0184419590453511,-0.0375966108294502
2020-07-01,rio,city,28.3008297611929,-0.00394985892172117,-0.0375303346556933
2020-08-01,rio,city,28.308658020749,0.00027660883522262,-0.0328068977555578
2020-09-01,rio,city,28.2406990479027,-0.00240064268664642,-0.0314330214247277
2020-10-01,rio,city,28.194900182288,-0.00162173271762967,-0.0316014902795285
2020-11-01,rio,city,28.0840668268362,-0.00393097172663126,-0.0325103508862078
2020-12-01,rio,city,28.0564451914711,-0.00098353402786866,-0.0303241491677083
2021-01-01,rio,city,28.0005026274896,-0.00199392915245478,-0.0313086474705943
2021-02-01,rio,city,28.1117276473016,0.00397225083034236,-0.0315479381745726
2021-03-01,rio,city,28.2699751068056,0.00562923280594485,-0.0372435893296788
2021-04-01,rio,city,28.148518976329,-0.00429629421383226,-0.0388083264002437
2021-05-01,rio,city,28.0092737928439,-0.00494680319068575,-0.0323910730847901
2021-06-01,rio,city,27.7057592999889,-0.0108362142874456,-0.0248934150589536
2021-07-01,rio,city,27.6773983857398,-0.00102364688662626,-0.0220287313380458
2021-08-01,rio,city,27.513854200752,-0.00590894356140514,-0.0280763510377099
2021-09-01,rio,city,27.5660437009591,0.00189684439796456,-0.0238894705049356
2021-10-01,rio,city,27.6529455460409,0.00315249609354851,-0.0192217256575894
2021-11-01,rio,city,27.9734991139746,0.0115920225351751,-0.00393702641228477
2021-12-01,rio,city,28.232994401362,0.00927646864377407,0.00629264358638726
2022-01-01,rio,city,28.7014274130115,0.0165916871937188,0.0250325786949888
2022-02-01,rio,city,29.1172084505377,0.0144864236730518,0.0357673073619356
2022-03-01,rio,city,29.7241390861939,0.0208443964223843,0.051438459846334
2022-04-01,rio,city,30.2007208864694,0.0160334938177202,0.0729062126453666
2022-05-01,rio,city,30.7061325870354,0.0167350873002632,0.0962844954188189
2022-06-01,rio,city,30.9472687240505,0.00785302858742143,0.116997675066893
2022-07-01,rio,city,31.1636174836832,0.0069908838017938,0.125959060506916
2022-08-01,rio,city,31.4166435058153,0.00811927634089837,0.141848149539031
2022-09-01,rio,city,31.8238040297914,0.0129600262326148,0.154456706773783
2022-10-01,rio,city,32.0528236744307,0.00719648865437184,0.15911064957128
2022-11-01,rio,city,32.2441886910617,0.0059703013554977,0.152669123004123
2022-12-01,rio,city,32.5134928330528,0.00835202102838695,0.151613334768494
2023-01-01,rio,city,33.1458636466932,0.0194494887672474,0.154850703755135
2023-02-01,rio,city,34.0105413467183,0.0260870469160752,0.168056388526843
2023-03-01,rio,city,35.0068323006758,0.0292935929422835,0.177724010749753
2023-04-01,rio,city,35.6685691961903,0.0189030783999762,0.181050258047666
2023-05-01,rio,city,36.1339398904391,0.0130470805175593,0.176766230264225
2023-06-01,rio,city,36.5066530149692,0.0103147657205434,0.179640547296447
2023-07-01,rio,city,36.9853694887917,0.0131131296431435,0.186812458731938
2023-08-01,rio,city,37.2700366262663,0.00769674986107338,0.186315037740028
2023-09-01,rio,city,37.3867080836745,0.00313043581304062,0.174803240011015
2023-10-01,rio,city,37.5352081120583,0.0039720006386077,0.171042167557955
2023-11-01,rio,city,37.9435566223038,0.0108790794239477,0.176756437752208
2023-12-01,rio,city,38.3240804266482,0.010028680445858,0.17871311530358
2024-01-01,rio,city,38.9490784842422,0.0163082336389064,0.175081117191767
2024-02-01,rio,city,39.5059979564254,0.0142986559337599,0.161580980252094
2024-03-01,rio,city,40.4680007836731,0.024350804359093,0.156002932115965
2024-04-01,rio,city,41.0421553451517,0.0141878657299597,0.150653257757684
2024-05-01,rio,city,41.3133159035052,0.00660687909962476,0.143338258401113
2024-06-01,rio,city,41.3296452481813,0.00039525621023206,0.13211269275314
2024-07-01,rio,city,41.2099634897613,-0.00289578479808683,0.114223382363391
2024-08-01,rio,city,41.398839278308,0.00458325542058891,0.110780751128425
2024-09-01,rio,city,41.465741035103,0.00161602977187925,0.109103827550135
2024-10-01,rio,city,41.6292896637448,0.00394418680479691,0.109073101165815
2024-11-01,rio,city,41.8145020551426,0.00444908843974678,0.102018518489736
2024-12-01,rio,city,42.2175267817127,0.00963839593351135,0.101592688245097
2025-01-01,rio,city,43.3108287879907,0.0258968748200465,0.111985969206257
2025-02-01,rio,city,44.3333066348797,0.0236079030464664,0.122191791833197
2025-03-01,rio,city,45.0246799745377,0.0155948967522765,0.112599562682201
2025-04-01,rio,city,45.3260014503987,0.00669236241171434,0.10437673336649
2025-05-01,rio,city,45.4979794896117,0.00379424687176888,0.101290915400752
2025-06-01,rio,city,45.7707946647198,0.00599620418683489,0.107456751440032
2025-07-01,rio,city,45.9144706933987,0.0031390328643266,0.114159460607294
2019-03-01,bsb,city,null,null,null
2019-04-01,bsb,city,null,null,null
2019-05-01,bsb,city,31.4655534976213,null,null
2019-06-01,bsb,city,32.003209298504,0.0170871235722352,null
2019-07-01,bsb,city,32.2428675998533,0.00748857088406374,null
2019-08-01,bsb,city,32.2902810966038,0.00147051116355001,null
2019-09-01,bsb,city,32.3784481795798,0.00273045263100058,null
2019-10-01,bsb,city,32.5936532461477,0.00664655283583437,null
2019-11-01,bsb,city,32.9496210031897,0.0109213825880063,null
2019-12-01,bsb,city,33.3164034716679,0.0111316141828375,null
2020-01-01,bsb,city,33.6653111142219,0.0104725482404091,null
2020-02-01,bsb,city,34.0007308126793,0.00996336250449081,null
2020-03-01,bsb,city,33.9989016683967,-0.0000537972049089452,null
2020-04-01,bsb,city,33.740543200693,-0.00759902393976175,null
2020-05-01,bsb,city,33.2592874543621,-0.0142634261537605,0.0570062737614445
2020-06-01,bsb,city,33.0004283182481,-0.00778306319608324,0.0311599693156639
2020-07-01,bsb,city,32.9074035972038,-0.0028188943533477,0.0206103255330008
2020-08-01,bsb,city,33.1348333703469,0.0069112038107586,0.026154999122382
2020-09-01,bsb,city,33.3343568810825,0.00602156372737817,0.0295229930786378
2020-10-01,bsb,city,33.6012739915997,0.00800726744089708,0.0309146304601831
2020-11-01,bsb,city,33.7744575431812,0.00515407694436809,0.0250332633541268
2020-12-01,bsb,city,33.9471493948387,0.00511309031201135,0.0189319931758885
2021-01-01,bsb,city,34.1698451724228,0.00656007298268269,0.0149867635706422
2021-02-01,bsb,city,34.2078769890205,0.00111302279556047,0.00609240364515751
2021-03-01,bsb,city,34.4235131674434,0.00630369953949761,0.012488976943668
2021-04-01,bsb,city,34.5603901409851,0.00397626392390316,0.0242985696885658
2021-05-01,bsb,city,34.9293962695852,0.0106771401333938,0.0502148104500049
2021-06-01,bsb,city,35.1512031885936,0.00635015038039954,0.0651741501535645
2021-07-01,bsb,city,35.4060988186207,0.00725140555387327,0.0759310959929163
2021-08-01,bsb,city,35.4898157845116,0.00236447868260559,0.0710727103360698
2021-09-01,bsb,city,35.4526038938688,-0.00104852307120229,0.0635454591292368
2021-10-01,bsb,city,35.4249656988853,-0.00077958152428681,0.0542744810134725
2021-11-01,bsb,city,35.4277526133373,0.0000786709146236575,0.0489510473422803
2021-12-01,bsb,city,35.9280910666687,0.0141227827458363,0.0583536970597949
2022-01-01,bsb,city,36.5292455715202,0.0167321582361823,0.0690491978290115
2022-02-01,bsb,city,37.1352147089478,0.0165886025825854,0.0855749604357743
2022-03-01,bsb,city,37.5070502628647,0.0100130174776492,0.0895764787406308
2022-04-01,bsb,city,37.7652974318921,0.00688529669002014,0.0927335391132131
2022-05-01,bsb,city,38.2683638896146,0.0133208657665096,0.0955919075800584
2022-06-01,bsb,city,38.4664613717926,0.00517653387924932,0.0943142163701189
2022-07-01,bsb,city,38.5674395919336,0.00262509772253106,0.0892880288649662
2022-08-01,bsb,city,38.6714469723682,0.0026967665350639,0.0896491322235928
2022-09-01,bsb,city,39.0445700385124,0.00964854163359541,0.101317413959116
2022-10-01,bsb,city,39.5976901768713,0.0141663780088566,0.117790501576049
2022-11-01,bsb,city,39.6206221050412,0.00057912287478068,0.118349858018525
2022-12-01,bsb,city,39.5573626265106,-0.00159663011759037,0.101014873100477
2023-01-01,bsb,city,39.6503579553989,0.00235089810628519,0.0854414684740192
2023-02-01,bsb,city,40.0834369362398,0.0109224481990309,0.0793915492450792
2023-03-01,bsb,city,40.5781777324938,0.0123427738255324,0.0818813382578836
2023-04-01,bsb,city,40.3303591405503,-0.00610718878450478,0.0679211308552297
2023-05-01,bsb,city,40.514323090734,0.00456142603497778,0.0586897105817708
2023-06-01,bsb,city,40.3692350053458,-0.00358115536234616,0.0494657830665037
2023-07-01,bsb,city,40.9194907109104,0.0136305705444211,0.0609854100729264
2023-08-01,bsb,city,41.0389841433403,0.00292020820283456,0.0612218408238969
2023-09-01,bsb,city,41.4613731462984,0.0102923844674814,0.0618985714377713
2023-10-01,bsb,city,41.6419670945716,0.00435571556291703,0.0516261657831341
2023-11-01,bsb,city,42.2820051093901,0.0153700235477576,0.067171661194344
2023-12-01,bsb,city,43.1533746073232,0.0206085188173724,0.0909062622492089
2024-01-01,bsb,city,44.5897486977402,0.0332853248091798,0.124573673405355
2024-02-01,bsb,city,45.4525970813564,0.019350824097826,0.133949595032415
2024-03-01,bsb,city,46.026723286382,0.0126313179420301,0.134272800267352
2024-04-01,bsb,city,45.8481928412996,-0.00387884325311583,0.136815883080036
2024-05-01,bsb,city,45.7621470571143,-0.0018767541063861,0.129530091237797
2024-06-01,bsb,city,46.1979693846763,0.00952364247722026,0.144385554458951
2024-07-01,bsb,city,47.3776353811684,0.0255350183612932,0.157825636586822
2024-08-01,bsb,city,48.6129950644059,0.0260747433530313,0.184556491325694
2024-09-01,bsb,city,49.7129687275672,0.0226271527130555,0.199018868771005
2024-10-01,bsb,city,50.0141194919378,0.0060577907954138,0.201050838409061
2024-11-01,bsb,city,50.2210313683128,0.00413706926117863,0.187763712680682
2024-12-01,bsb,city,49.9408897757437,-0.00557817282792572,0.157288166457058
2025-01-01,bsb,city,50.8153114619597,0.0175091331000019,0.139618700397273
2025-02-01,bsb,city,51.5587558910843,0.0146303231788933,0.134341252245682
2025-03-01,bsb,city,52.8688711215727,0.025410140486245,0.148655983886106
2025-04-01,bsb,city,53.0704663507033,0.00381311771660497,0.157525805529633
2025-05-01,bsb,city,53.4170561483035,0.00653074716377811,0.167276003934766
2025-06-01,bsb,city,53.6033643960077,0.00348780447928276,0.160296980797338
2025-07-01,bsb,city,54.3824348773851,0.014533984763005,0.147850339930661
2019-03-01,spo,city,null,null,null
2019-04-01,spo,city,null,null,null
2019-05-01,spo,city,45.8913061468403,null,null
2019-06-01,spo,city,46.2510531802931,0.00783911079588329,null
2019-07-01,spo,city,46.3668916750514,0.00250455907039915,null
2019-08-01,spo,city,46.4886899198997,0.00262683653029705,null
2019-09-01,spo,city,46.5541868509691,0.00140887883014562,null
2019-10-01,spo,city,46.7282055058154,0.00373798076214671,null
2019-11-01,spo,city,46.8243432566732,0.00205738161389246,null
2019-12-01,spo,city,47.0014964822765,0.00378335740091762,null
2020-01-01,spo,city,47.5095700420894,0.0108097315583251,null
2020-02-01,spo,city,48.3195900264799,0.0170496172386501,null
2020-03-01,spo,city,49.2126530322114,0.0184824210065124,null
2020-04-01,spo,city,48.850540714722,-0.00735811412671328,null
2020-05-01,spo,city,48.2406449742984,-0.0124849332576541,0.0511935489467408
2020-06-01,spo,city,47.337264114312,-0.0187265502040388,0.0234851070263122
2020-07-01,spo,city,47.3102606121582,-0.00057044915161508,0.0203457446256734
2020-08-01,spo,city,47.1627062506759,-0.00311886596212096,0.0144985012900447
2020-09-01,spo,city,46.9945437195162,-0.00356558273534835,0.00945901750914002
2020-10-01,spo,city,46.6311870191248,-0.00773189122890516,-0.00207622966986165
2020-11-01,spo,city,46.4680518481392,-0.0034984134313093,-0.00760910636975587
2020-12-01,spo,city,46.3998703093008,-0.00146727775593647,-0.0128001493144494
2021-01-01,spo,city,46.8267751466655,0.00920056100413635,-0.0143717338384466
2021-02-01,spo,city,47.1298140759692,0.00647148833876687,-0.0246230555734991
2021-03-01,spo,city,47.4823529921326,0.00748016776801097,-0.0351596578007335
2021-04-01,spo,city,47.2119355654792,-0.00569511428168423,-0.033543234635048
2021-05-01,spo,city,46.8533101586496,-0.00759607507157001,-0.0287586290852437
2021-06-01,spo,city,46.4546800161982,-0.00850804652012005,-0.0186445945837186
2021-07-01,spo,city,46.3208627848788,-0.00288059741823177,-0.0209129650624911
2021-08-01,spo,city,46.3588652034007,0.00082041689720591,-0.0170439974967237
2021-09-01,spo,city,46.4794762385048,0.00260168221493173,-0.0109601549508711
2021-10-01,spo,city,46.8266497717974,0.00746939426578552,0.00419167439577239
2021-11-01,spo,city,47.120062919003,0.00626594361620003,0.0140313838203201
2021-12-01,spo,city,47.5818295796631,0.00979978871110276,0.0254733313365623
2022-01-01,spo,city,48.3110088737989,0.0153247426712544,0.0316962618605419
2022-02-01,spo,city,49.3629698192112,0.0217747666615762,0.0473830798407642
2022-03-01,spo,city,50.281012574093,0.0185978023251845,0.058941046633137
2022-04-01,spo,city,50.9035619128205,0.0123814001917755,0.078192649869679
2022-05-01,spo,city,51.3525414646714,0.00882019911730114,0.0960280349624603
2022-06-01,spo,city,51.8785418634454,0.0102429282713459,0.116755983366066
2022-07-01,spo,city,52.3942857314301,0.00994137170127507,0.131116360564292
2022-08-01,spo,city,52.9518070417862,0.0106408800611193,0.142215341325955
2022-09-01,spo,city,53.4646495061433,0.0096850795658856,0.150285111471455
2022-10-01,spo,city,53.9148377366534,0.00842029704989122,0.151370811266645
2022-11-01,spo,city,54.2199724097098,0.00565956767869369,0.150676995124373
2022-12-01,spo,city,54.5295379412478,0.00570943727523199,0.146015998606204
2023-01-01,spo,city,55.174244478567,0.0118230698747872,0.142063595125838
2023-02-01,spo,city,56.2197844974826,0.0189497840667614,0.138906040365562
2023-03-01,spo,city,57.168952251496,0.0168831624400112,0.136988881583344
2023-04-01,spo,city,57.6737510506791,0.00882994666339854,0.1330003026007
2023-05-01,spo,city,57.9044752382307,0.00400050600747037,0.127587332324472
2023-06-01,spo,city,58.2371313834757,0.00574491252837373,0.122566851180347
2023-07-01,spo,city,58.5287185870534,0.00500689502815055,0.117082097217015
2023-08-01,spo,city,58.8182389435252,0.00494663753899149,0.110788134144497
2023-09-01,spo,city,58.9381123046305,0.00203803043509021,0.102375361085238
2023-10-01,spo,city,59.1831978929707,0.00415835490409777,0.0977163314865306
2023-11-01,spo,city,59.3916645368591,0.00352239573578728,0.0953835256143225
2023-12-01,spo,city,59.8166334739151,0.00715536330510136,0.0969583776477954
2024-01-01,spo,city,60.7660502339389,0.0158721195909139,0.101348116466626
2024-02-01,spo,city,61.7012292697969,0.015389827580659,0.0975002807518728
2024-03-01,spo,city,62.6812683353351,0.0158836230191277,0.0964214992009918
2024-04-01,spo,city,63.0809016049154,0.00637564108374944,0.0937540988011158
2024-05-01,spo,city,63.4059456608996,0.00515281246327048,0.0950094168030142
2024-06-01,spo,city,63.6227837072383,0.00341983774673715,0.0924779809001843
2024-07-01,spo,city,63.9860357957711,0.00570946549909501,0.0932416998093128
2024-08-01,spo,city,64.384123832922,0.0062214830501679,0.0946285538188405
2024-09-01,spo,city,64.7426865293369,0.0055691166559233,0.0984859201920929
2024-10-01,spo,city,64.9156941735943,0.00267223455701027,0.0968601982439421
2024-11-01,spo,city,65.1528449207859,0.00365321129521412,0.0970031809825997
2024-12-01,spo,city,65.6309890956538,0.00733880731454129,0.097202989938814
2025-01-01,spo,city,66.6709025918406,0.0158448548546357,0.0971735423837647
2025-02-01,spo,city,67.719370013685,0.0157260121145073,0.097536804616533
2025-03-01,spo,city,68.5875252131936,0.0128198948001612,0.0942268246114764
2025-04-01,spo,city,68.8283951382947,0.00351186202377707,0.091113053034287
2025-05-01,spo,city,68.9115511496965,0.00120816432280235,0.0868310602643072
